username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,,,,,
daijiworldnews,03/05/2020 12:36:00,0,1,Ravi Shankar Prasad rebutts Rahul's allegations on #AarogyaSetu app https://www. daijiworld.com/news/newsDispl ay.aspx?newsID=703811 …,,,#AarogyaSetu,1.25678E+18,https://twitter.com/daijiworldnews/status/1256782185417203712,,,,,,,
FoxBat_IND,03/05/2020 12:36:00,0,0,Your #telecom provider probably has a lot more access to your personal data,,,,,,,,,,,,
WebMorcha,03/05/2020 12:35:00,0,0,https:// webmorcha.com/in-response-to -rahuls-arogya-setu-question-ravi-shankar-said-stop-tweeting-to-others/ … #AarogyaSetu #AarogyaSetuApp,,,#AarogyaSetu #AarogyaSetuApp,1.25678E+18,https://twitter.com/WebMorcha/status/1256781887391109122,,,,,,,
jitin_bhalla,03/05/2020 12:35:00,0,2,Actually @RahulGandhi is correct till now #AntoniaMaino only able to made him learn to change tv channels for POGO ,,,,,,,,,,,,
voiceofpradeep,03/05/2020 12:31:00,0,1,पिछले 40 दिन से देश में लॉकडाउन लगा हुआ है और आरोग्य सेतु पूछ रहा है '' क्या आपने पिछले 14 दिनों में कोई विदेश यात्रा की है?'' #AarogyaSetu #AarogyaSetuApp @PMOIndia @rsprasad @GoI_MeitY pic.twitter.com/y7rhpWTPfI,,@PMOIndia @rsprasad @GoI_MeitY,#AarogyaSetu #AarogyaSetuApp,1.25678E+18,https://twitter.com/voiceofpradeep/status/1256780780761518080,,,,,,,
nanditathhakur,03/05/2020 12:26:00,4,10,Rise in number of users after two positive cases in 5 km radius... #AarogyaSetu ... for people Jaan is more important that anything else.. pic.twitter.com/aqIpL94Ehy,,,#AarogyaSetu,1.25678E+18,https://twitter.com/nanditathhakur/status/1256779724434690048,,,,,,,
dilllu,03/05/2020 12:25:00,0,0,यह कैसा मौसम है भाई ...................... जब चाहे हर महीने बारिश आ जाती है .... बिन बुलाये मेहमान की तरह ................ #rain #Delhi #India #climate #ClimateCrisis #earthquake #EarthDay #AarogyaSetu #disaster ###बारिश #वर्षा #मौसम,,,#rain #Delhi #India #climate #ClimateCrisis #earthquake #EarthDay #AarogyaSetu #disaster # # # # #,1.25678E+18,https://twitter.com/dilllu/status/1256779285861285888,,,,,,,
ankushchaudha14,03/05/2020 12:24:00,0,2,Aarogya Setu app works as a digital bridge to fight against #COVID19 .Through features like self-assessment test and healthcare advisories,,,,,,,,,,,,
thearticles2day,03/05/2020 12:19:00,2,0,Women,,,,,,,,,,,,
SandeepPandeyWM,03/05/2020 12:18:00,7,16,कोरोना संक्रमण से स्वयं के बचाव के लिये #संदेश_फ़ाउंडेशन की अपील । Download #AarogyaSetu App Here For Android Users: https:// bit.ly/sfngo_andriod For IOS Users: https:// bit.ly/sfngo_ios @PMOIndia @narendramodi @myogiadityanath @dmunnao @dgpup @WHO #arogyasetuapp #CoronaWarriors pic.twitter.com/9ChPJHuLLl,,@PMOIndia @narendramodi @myogiadityanath @dmunnao @dgpup @WHO,# #AarogyaSetu #arogyasetuapp #CoronaWarriors,1.25678E+18,https://twitter.com/SandeepPandeyWM/status/1256777608618008576,,,,,,,
AnnakTaknev,03/05/2020 12:17:00,0,0,Aarogya Setu is the new Antivirus for your mobile #puns #AarogyaSetu https:// twitter.com/RahulGandhi/st atus/1256579764258607107 …,,,#puns #AarogyaSetu,1.25678E+18,https://twitter.com/AnnakTaknev/status/1256777491424792576,,,,,,,
Iindies,03/05/2020 12:15:00,1,0,@sambitswaraj Your tweets against @RahulGandhi on #AarogyaSetu . Please take up the matter for safety of datas & personal informations,,,,,,,,,,,,
PishachVidyaa,03/05/2020 12:12:00,73,32,@INCIndia और @asadowaisi की सोच आपस में काफी मिलती-जुलती है,,,,,,,,,,,,
HarshitPai,03/05/2020 12:10:00,0,3,Opposition’s urging people to not use #AarogyaSetu app is irresponsible. Countries that tackled #COVID19 did so with the help of such apps. They are crucial in managing another surge in cases while keeping the economy running. Please go inform yourself.,,,#AarogyaSetu #COVID19,1.25678E+18,https://twitter.com/HarshitPai/status/1256775674896904192,,,,,,,
vamshark,03/05/2020 12:04:00,0,0,Never download Govt approved and advertised apps for Corona tracking. It’s meant to track you once Corona is over. Beware of #AarogyaSetu,,,#AarogyaSetu,1.25677E+18,https://twitter.com/vamshark/status/1256774038963097600,,,,,,,
indosthan,03/05/2020 12:03:00,0,0,#India orders all public and private sector #employees use government-backed #AarogyaSetu contact tracing #app and maintain #socialdistancing in offices as it begins easing #lockdown measures in districts less affected by #coronavirus . | @sankalp_sp https://www. reuters.com/article/us-hea lth-coronavirus-india-app/india-makes-government-tracing-app-mandatory-for-all-workers-idUSKBN22E07K …,,@sankalp_sp,#India #employees #AarogyaSetu #app #socialdistancing #lockdown #coronavirus,1.25677E+18,https://twitter.com/indosthan/status/1256773733420843009,,,,,,,
news7tamil,03/05/2020 11:55:00,19,136,ஆரோக்கிய சேது செயலி பாதுகாப்பானதாக இல்லை: ராகுல் காந்தி விவரம்: https:// bit.ly/2WjT83R | #RahulGandhi | #Aarogyasetu | #Coronavirus,,,#RahulGandhi #Aarogyasetu #Coronavirus,1.25677E+18,https://twitter.com/news7tamil/status/1256771737787658240,,,,,,,
yneeraj,03/05/2020 11:53:00,0,0,Yes @RahulGandhi all thieves,,,,,,,,,,,,
sharsanj,03/05/2020 11:52:00,0,0,What #pappu or media wont tell is that punjab has got its own corona app like #AarogyaSetu https:// twitter.com/TimesNow/statu s/1256652676739272704 …,,,#pappu #AarogyaSetu,1.25677E+18,https://twitter.com/sharsanj/status/1256771044586582018,,,,,,,
GarvHinduAR,03/05/2020 11:44:00,0,1,A simple Google search gives you every data like this . What is your problem with #AarogyaSetu pic.twitter.com/QdkC3KuNpF,,,#AarogyaSetu,1.25677E+18,https://twitter.com/GarvHinduAR/status/1256769061867778050,,,,,,,
rao_lk,03/05/2020 11:42:00,1,1,People who have secret meetings with Chinese raising security conserns of #AarogyaSetu ' can b understood . Extensive Downloads and usage of Apps like #zoom and #TikTok doesn't pose any security concerns for @RahulGandhi for reasons well known to him @rsprasad @PiyushGoyal https:// twitter.com/republic/statu s/1256588223649845248 …,,@RahulGandhi @rsprasad @PiyushGoyal,#AarogyaSetu #zoom #TikTok,1.25677E+18,https://twitter.com/rao_lk/status/1256768452792107008,,,,,,,
Kameshs78000012,03/05/2020 11:35:00,0,0,#Covid19 बीमारी के संक्रमण को हज़ार से शून्य की ओर ले जाने के लिए भारत सरकार द्वारा जारी लॉकडाउन के नियमों का पालन करें। साथ ही सरकार द्वारा इस महामारी के खिलाफ लड़ने हेतु लॉन्च किए मोबाइल एप #AarogyaSetu तुरंत अपने मोबाइल में इंस्टॉल करें। By- @UPSDMOfficial @CMOfficeUP,,@UPSDMOfficial @CMOfficeUP,#Covid19 #AarogyaSetu,1.25677E+18,https://twitter.com/Kameshs78000012/status/1256766855680872448,,,,,,,
yneeraj,03/05/2020 11:34:00,0,0,Yes @RahulGandhi all thieves,,,,,,,,,,,,
sahibtao,03/05/2020 11:33:00,0,0,#PappuNeedsTuition You need rest Rahul Gandhi. Have some vacations in this #lockdown #RahulGandhi #Congress #AarogyaSetu #AarogyaSetuApp #CoronaUpdates #CelebrateCovidFight #Corona #COVID #Covid_19 #public #memesdaily #meme #SundayThoughts #SundayFunday pic.twitter.com/GtPZ2ysh4k,,,#PappuNeedsTuition #lockdown #RahulGandhi #Congress #AarogyaSetu #AarogyaSetuApp #CoronaUpdates #CelebrateCovidFight #Corona #COVID #Covid_19 #public #memesdaily #meme #SundayThoughts #SundayFunday,1.25677E+18,https://twitter.com/sahibtao/status/1256766374287990784,,,,,,,
prasad_by,03/05/2020 11:33:00,0,0,You have no problem posting this on an app that is not India based where all your data is sitting in some data Center in US. You have no problem with Google,,,,,,,,,,,,
_romilkapoor_,03/05/2020 11:21:00,0,1,"Honest Question. What additional"" tracking data is #AarogyaSetu app recording which @googlemaps or @Google isn't already?!""",,@googlemaps @Google,#AarogyaSetu,1.25676E+18,https://twitter.com/_romilkapoor_/status/1256763180812042241,,,,,,,
dash_up_deb,03/05/2020 11:20:00,0,0,#AarogyaSetu and then #RamayanOnDDNational . What next?,,,#AarogyaSetu #RamayanOnDDNational,1.25676E+18,https://twitter.com/dash_up_deb/status/1256763072795930625,,,,,,,
fasak03,03/05/2020 11:10:00,1,1,Me: TikTok is endangering our Privacy. Liberandu Friend: Haha dude we aren't Millionaires. it's okay i like TikTok. Me: #AarogyaSetuApp .. LF: Personal details are in extreme Danger. Emergency. Where's my freedom? Fascist govt. #AarogyaSetu #aarogyasetu_app,,,#AarogyaSetuApp #AarogyaSetu #aarogyasetu_app,1.25676E+18,https://twitter.com/fasak03/status/1256760557975171072,,,,,,,
uncongress_paro,03/05/2020 11:08:00,0,0,@rsprasad Other countries have data privacy laws,,,,,,,,,,,,
Sandeep44127187,03/05/2020 11:07:00,0,0,#Covid19 बीमारी के संक्रमण को हज़ार से शून्य की ओर ले जाने के लिए भारत सरकार द्वारा जारी लॉकडाउन के नियमों का पालन करें। साथ ही सरकार द्वारा इस महामारी के खिलाफ लड़ने हेतु लॉन्च किए मोबाइल एप #AarogyaSetu तुरंत अपने मोबाइल में इंस्टॉल करें। By- @UPSDMOfficial @CMOfficeUP,,@UPSDMOfficial @CMOfficeUP,#Covid19 #AarogyaSetu,1.25676E+18,https://twitter.com/Sandeep44127187/status/1256759743953199104,,,,,,,
It_Prabhakar,03/05/2020 11:04:00,0,0,Will Rahul explain ,,,,,,,,,,,,
DneshGoel,03/05/2020 11:00:00,3,2,From a defence expert to an economist and now to a cyber expert,,,,,,,,,,,,
steve_hanke,03/05/2020 10:46:00,377,709,Dear Leader #Modi wants to make the #AarogyaSetu app mandatory for all Indians. But,,,,,,,,,,,,
adnan12162,03/05/2020 10:45:00,0,0,Govt is strong-arming Indians into using the #AarogyaSetu tracking app,,,,,,,,,,,,
adnan12162,03/05/2020 10:45:00,0,0,Govt is strong-arming Indians into using the #AarogyaSetu tracking app,,,,,,,,,,,,
Prof_Sevak,03/05/2020 10:26:00,0,0,Why does it sound so familiar? @internetfreedom #AarogyaSetu https:// twitter.com/washingtonpost /status/1256748583933685760 …,,@internetfreedom,#AarogyaSetu,1.25675E+18,https://twitter.com/Prof_Sevak/status/1256749385955733505,,,,,,,
prasad_,03/05/2020 10:17:00,0,0,With group of people waking up & calling #AarogyaSetu as shady and privacy fear,,,,,,,,,,,,
judets,03/05/2020 10:17:00,1,0,Sir ,,,,,,,,,,,,
imdevawrat,03/05/2020 10:06:00,0,0,Angrezi medium ke anpadh laundhe... #AarogyaSetu https:// twitter.com/sambitswaraj/s tatus/1256600847489945601 …,,,#AarogyaSetu,1.25674E+18,https://twitter.com/imdevawrat/status/1256744496458543106,,,,,,,
Adil60878292,03/05/2020 09:46:00,0,0,#AarogyaSetu,,,#AarogyaSetu,1.25674E+18,https://twitter.com/Adil60878292/status/1256739390820192256,,,,,,,
Saif325980,03/05/2020 09:24:00,0,1,The answer lais in the developers name of the app itself... #AarogyaSetu https:// twitter.com/MoizNiyazi/sta tus/1256662395377901574 …,,,#AarogyaSetu,1.25673E+18,https://twitter.com/Saif325980/status/1256733943807827970,,,,,,,
prasad_,03/05/2020 09:09:00,0,0,#AarogyaSetu app is very important to fight the #virus and for getting back to normalcy. We all #responsibilecitizens must #trust our #Govt . You must too. #IndiaFightsCorona,,,#AarogyaSetu #virus #responsibilecitizens #trust #Govt #IndiaFightsCorona,1.25673E+18,https://twitter.com/prasad_/status/1256730045936254993,,,,,,,
ScholarBHU,03/05/2020 08:28:00,0,0,ये तो चाइना से घर के इतने पास आ गया #AarogyaSetu #COVID2019 pic.twitter.com/hVRK2nmjvz,,,#AarogyaSetu #COVID2019,1.25672E+18,https://twitter.com/ScholarBHU/status/1256719669962170370,,,,,,,
FffNeutral,03/05/2020 08:20:00,0,0,-What is “Actual” Privacy Policy? -What happens when data breached from the app? Responsibility? -Who says data gets deleted in 45 days? why not hashed data with private consent key? check this apology by @SetuAarogya for a vulnerability,,,,,,,,,,,,
FffNeutral,03/05/2020 08:07:00,0,0,“DATA” can be used in many ways,,,,,,,,,,,,
shashan68651470,03/05/2020 08:03:00,0,0,Better to share @PMOIndia @narendramodi @BJP4India thanks alot for all the efforts towards saving our lifes. We should be aware of this. “When nature takes revenge it take lifes” #COVID19 #AarogyaSetu #CoronaWillEndSoon #coronavirusinindia #TrendingNow #kuchdhangkakhale pic.twitter.com/SkFLFOV8yI,,@PMOIndia @narendramodi @BJP4India,#COVID19 #AarogyaSetu #CoronaWillEndSoon #coronavirusinindia #TrendingNow #kuchdhangkakhale,1.25671E+18,https://twitter.com/shashan68651470/status/1256713561151139841,,,,,,,
JPotabatti,03/05/2020 07:58:00,0,0,A suggestion to @SetuAarogya @PMOIndia @narendramodi Apps like #AarogyaSetu which are designed for public health and safety should not be separate apps but these should be rolled out as feature extension updates (for the required period of time) to all major mobile,,@SetuAarogya @PMOIndia @narendramodi,#AarogyaSetu,1.25671E+18,https://twitter.com/JPotabatti/status/1256712235134550016,,,,,,,
Ammyindiyeah,03/05/2020 07:55:00,0,1,The data collected would be obviously leaked after some point because it always happens. Remember Aadhar data leak. In my opinion,,,,,,,,,,,,
Rakesh71472535,03/05/2020 07:51:00,0,1,Covid re-defined C care for world first,,,,,,,,,,,,
artabnawap,03/05/2020 07:50:00,0,1,India mandates use of its government coronavirus app #AarogyaSetu as compulsory through employers Source: http:// reuters.com #data #surveillance #privacy pic.twitter.com/oMDzEOsQ8a,,,#AarogyaSetu #data #surveillance #privacy,1.25671E+18,https://twitter.com/artabnawap/status/1256710244673167360,,,,,,,
iamzeeshan95,03/05/2020 07:45:00,0,2,Wht could nt be dne through Aadhar Judgement,,,,,,,,,,,,
GorwayGlobal,03/05/2020 07:39:00,1,2,Bookmark this tweet! In a video message of rubbish against @RahulGandhi (staple fare from him) @SambitPatra is giving the people of India carte blanche to delete this silly #AarogyaSetu app once we have got over #Covid19 (very soon acc to his Party) https:// twitter.com/sambitswaraj/s tatus/1256600847489945601 …,,@RahulGandhi @SambitPatra,#AarogyaSetu #Covid19,1.25671E+18,https://twitter.com/GorwayGlobal/status/1256707309104959488,,,,,,,
med1239816555,03/05/2020 07:35:00,0,0,#AarogyaSetu 1-18 インド政府 “Aarogya Setu”連絡先追跡アプリ 封じ込め地域対象 全ての従業員（公私共）及び居住者の必須アプリとした。ダウンロードに失敗の場合、MHAガイドラインに違反する可能性。 アプリの危険性や脆弱性、人権侵害の観点から反対運動⬇︎ http:// medianama.com/2020/05/223-co … + https:// twitter.com/medianama/stat us/1256541904868487168 … pic.twitter.com/H35iPKuBi5,,,#AarogyaSetu,1.25671E+18,https://twitter.com/med1239816555/status/1256706297782603777,,,,,,,
JagdeepIND,03/05/2020 07:28:00,0,0,Already installed #AarogyaSetu but you @RahulGandhi dont install it becoz it will steal all your Doreamon and Shin Chan's videos. @SetuAarogya https:// twitter.com/TajinderBagga/ status/1256655072626442241 …,,@RahulGandhi @SetuAarogya,#AarogyaSetu,1.2567E+18,https://twitter.com/JagdeepIND/status/1256704587920216064,,,,,,,
beingsamirvarma,03/05/2020 07:23:00,0,0,छोड़िए ना सर,,,,,,,,,,,,
ArvindN01066816,03/05/2020 07:17:00,0,0,Rahul Ji...Pehele #AarogyaSetu App Ka Spelling Toh Sahi Se Jaan Lo Fir Uske Security Privacy Ki Baat Karte Hai! Aur Ab Bas Sab Topi Waale Lag Jaayege Bheed Mai Gaaliya Dene,,,,,,,,,,,,
insigni67752434,03/05/2020 07:00:00,0,0,Please do. I am certain that its a scam by the govt. The nation wants to know #ElliotAlderson findings.. #AarogyaSetu #Exposefakenews,,,#ElliotAlderson #AarogyaSetu #Exposefakenews,1.2567E+18,https://twitter.com/insigni67752434/status/1256697593230290944,,,,,,,
VoraUttam3,03/05/2020 06:50:00,0,0,My article on #ArogyaSetu Arogya Setu. Read it and share it of you like. #AarogyaSetu #Arogya #blog #blogging https:// thehindudotin.blogspot.com/2020/04/aarogy a-setu-app-all-you-are-looking.html?m=1 …,,,#ArogyaSetu #AarogyaSetu #Arogya #blog #blogging,1.2567E+18,https://twitter.com/VoraUttam3/status/1256695086181728260,,,,,,,
manojchauhanmp,03/05/2020 06:46:00,6,9,The Indian Army has issued a warning to its personnel that Pak spies could use #AarogyaSetu like app to target Indian military personnel. Modi govt needs to rethink !! https://www. hindustantimes.com/india-news/pak istani-spies-use-aarogyasetu-app-to-target-indian-military-personnel-army-issues-warning/story-cho7X9CK5ZqCA8un3OatrK.html …,,,#AarogyaSetu,1.25669E+18,https://twitter.com/manojchauhanmp/status/1256694183760400384,,,,,,,
jitin_bhalla,03/05/2020 06:39:00,4,6,Actually @RahulGandhi is correct till now #AntoniaMaino only able to made him learn to change tv channels for POGO ,,,,,,,,,,,,
ganikhanladakhi,03/05/2020 06:35:00,0,0, #AarogyaSetu is an important step in our fight against COVID-19. By leveraging technology,,,,,,,,,,,,
FffNeutral,03/05/2020 06:31:00,0,0,They said Privacy by design,,,,,,,,,,,,
BabajiJokes,03/05/2020 06:25:00,0,0,@Arogyasetu app se janta ko phir ek baar bewakoof banaya jaa Raha ye app koi bhi jankari nhi deta Sirf janta ki net pack ki badbadi hai #AarogyaSetu #StopTheSpread #setumerabodyguard,,@Arogyasetu,#AarogyaSetu #StopTheSpread #setumerabodyguard,1.25669E+18,https://twitter.com/BabajiJokes/status/1256688703700897793,,,,,,,
SunoNetaHindi,03/05/2020 06:23:00,0,0,पूर्व @INCIndia अध्यक्ष @RahulGandhi ने सरकार के #कोरोनवायरस ट्रैक करने वाला ऐप आरोग्य सेतु को “परिष्कृत निगरानी प्रणाली” कहा है और इस ऐप से जुड़े डेटा और गोपनीयता के मुद्दों पर अपनी चिंता जताई है। #CoronavirusUpdates #Covid19 #AarogyaSetu https:// bit.ly/35of4Pr,,@INCIndia @RahulGandhi,# #CoronavirusUpdates #Covid19 #AarogyaSetu,1.25669E+18,https://twitter.com/SunoNetaHindi/status/1256688260811649024,,,,,,,
the_ninja_tech,03/05/2020 06:18:00,0,0,#AarogyaSetu https:// twitter.com/ani_digital/st atus/1255828668519079936 …,,,#AarogyaSetu,1.25669E+18,https://twitter.com/the_ninja_tech/status/1256687098515599364,,,,,,,
sunoneta,03/05/2020 06:18:00,0,0,Former @INCIndia president @RahulGandhi termed the government’s #coronavirus -tracking app,,,,,,,,,,,,
Umeshdadhich5,03/05/2020 06:17:00,0,0,This application acts as a one-stop solution for spreading awareness about Covid-19,,,,,,,,,,,,
BrahmanUvacha,03/05/2020 06:16:00,0,4,Ok Kiddo ! Gimme the @GooglePlay link of that FAKE #AarogyaSetu made by UK based PAK handlers directed by @OfficialDGISPR !!! pic.twitter.com/EQ85Lqvq3i,,@GooglePlay @OfficialDGISPR,#AarogyaSetu,1.25669E+18,https://twitter.com/BrahmanUvacha/status/1256686447068958730,,,,,,,
fmediatweets,03/05/2020 06:10:00,4,4,Rahul Gandhi Raises Security Concerns Of ‘Aarogya Setu’ After MHA Mandates Its Usage #AarogyaSetu https://www. newskart.in/rahul-gandhi-r aises-security-concerns-of-aarogya-setu-after-mha-mandates-its-usage/5844/ …,,,#AarogyaSetu,1.25668E+18,https://twitter.com/fmediatweets/status/1256684986381598726,,,,,,,
rogueacademic88,03/05/2020 06:08:00,0,1,Sir,,,,,,,,,,,,
PrasunSG,03/05/2020 06:05:00,0,0,Apart from security breaches,,,,,,,,,,,,
AryanJakhar_USA,03/05/2020 06:02:00,0,0,Hello guys,,,,,,,,,,,,
_M_A_Alam_,03/05/2020 06:00:00,0,0,I believe Rahul Gandhi not this Minister. #AarogyaSetuApp #AarogyaSetu,,,#AarogyaSetuApp #AarogyaSetu,1.25668E+18,https://twitter.com/_M_A_Alam_/status/1256682600531480581,,,,,,,
AnushreePawar4,03/05/2020 05:57:00,0,0,Dear sir,,,,,,,,,,,,
manojchauhanmp,03/05/2020 05:50:00,7,13,In 2017,,,,,,,,,,,,
vivekmishra21,03/05/2020 05:46:00,0,0,Download #aarogyasetu app #E -pass feature on #AarogyaSetuApp https:// thetechface.org/download-aarog ya-setu-appe-pass-feature-on-aarogya-setu-app/ … via @vivekmishra21 #ThankYouRamayan #AskArun #Ramayana #UttarRamayan #जय_श्री_राम #UttarRamayanfinale pic.twitter.com/ccX8UXI3Gw,,@vivekmishra21,#aarogyasetu #E #AarogyaSetuApp #ThankYouRamayan #AskArun #Ramayana #UttarRamayan # #UttarRamayanfinale,1.25668E+18,https://twitter.com/vivekmishra21/status/1256678860210483201,,,,,,,
vivekmishra21,03/05/2020 05:45:00,0,0,Download #aarogyasetu app #E -pass feature on #AarogyaSetuApp https:// thetechface.org/download-aarog ya-setu-appe-pass-feature-on-aarogya-setu-app/ … via @vivekmishra21 #ThankYouRamayan #AskArun #Ramayana #UttarRamayan #जय_श्री_राम #UttarRamayanfinale,,@vivekmishra21,#aarogyasetu #E #AarogyaSetuApp #ThankYouRamayan #AskArun #Ramayana #UttarRamayan # #UttarRamayanfinale,1.25668E+18,https://twitter.com/vivekmishra21/status/1256678778820079617,,,,,,,
vivekmishra21,03/05/2020 05:45:00,0,0,Download #aarogyasetu app #E -pass feature on #AarogyaSetuApp https:// thetechface.org/download-aarog ya-setu-appe-pass-feature-on-aarogya-setu-app/ … via @vivekmishra21 #ThankYouRamayan #AskArun #Ramayana #UttarRamayan #जय_श्री_राम pic.twitter.com/P55iqG484M,,@vivekmishra21,#aarogyasetu #E #AarogyaSetuApp #ThankYouRamayan #AskArun #Ramayana #UttarRamayan #,1.25668E+18,https://twitter.com/vivekmishra21/status/1256678692438315008,,,,,,,
BankimPaul3,03/05/2020 05:45:00,0,0,Is Aarogya Setu is safe? #StayHomeStaySafe #AarogyaSetuApp #AarogyaSetu #COVID__19 #Covid_19india #Covid19Chennai #CoronaWarriors https:// twitter.com/TOIIndiaNews/s tatus/1256644627504881664 …,,,#StayHomeStaySafe #AarogyaSetuApp #AarogyaSetu #COVID__19 #Covid_19india #Covid19Chennai #CoronaWarriors,1.25668E+18,https://twitter.com/BankimPaul3/status/1256678672922062849,,,,,,,
vivekmishra21,03/05/2020 05:45:00,0,0,Download #aarogyasetu app #E -pass feature on #AarogyaSetuApp https:// thetechface.org/download-aarog ya-setu-appe-pass-feature-on-aarogya-setu-app/ … via @vivekmishra21 #ThankYouRamayan #AskArun #Ramayana #UttarRamayan #जय_श्री_राम,,@vivekmishra21,#aarogyasetu #E #AarogyaSetuApp #ThankYouRamayan #AskArun #Ramayana #UttarRamayan #,1.25668E+18,https://twitter.com/vivekmishra21/status/1256678603456159746,,,,,,,
AbhijitVerma14,03/05/2020 05:43:00,0,0,I am not a big fan of modi either but I don't see a reason of opposing every move. Your point is irrelevant what government can benefit from tracking you. #AarogyaSetuApp #AarogyaSetu #COVIDー19 https:// twitter.com/RahulGandhi/st atus/1256579764258607107 …,,,#AarogyaSetuApp #AarogyaSetu #COVID,1.25668E+18,https://twitter.com/AbhijitVerma14/status/1256678161531707394,,,,,,,
DrNitishRai,03/05/2020 05:42:00,0,2,Gone are those days when HCW’s maintains record and scratches chalks outside your house just for verification of immunisation of your child in polio eradication era . Be smart & be safe . Install #AarogyaSetu & help the government by saving money ,,,,,,,,,,,,
udeept,03/05/2020 05:42:00,0,0,Lockdown Ne Gaalib Sober kardiya ........... Verna Hum Bhi they ....Aashiq..... Sharaab Ke!! #lockdownindia #lockdown2020 #coronavirusinindia #AarogyaSetu #COVID__19,,,#lockdownindia #lockdown2020 #coronavirusinindia #AarogyaSetu #COVID__19,1.25668E+18,https://twitter.com/udeept/status/1256678015557226496,,,,,,,
vivekmishra21,03/05/2020 05:38:00,1,0,Download #aarogyasetu app #E -pass feature on #AarogyaSetuapp https:// thetechface.org/download-aarog ya-setu-appe-pass-feature-on-aarogya-setu-app/ … via @vivekmishra21,,@vivekmishra21,#aarogyasetu #E #AarogyaSetuapp,1.25668E+18,https://twitter.com/vivekmishra21/status/1256676925751394307,,,,,,,
vinodvkt12,03/05/2020 05:37:00,0,0,खाली दिमाग शैतान का एक कहावत है जो इन पे एकदम फिट बैठता है,,,,,,,,,,,,
Saurabh00014,03/05/2020 05:32:00,0,3,Government of countries are using and developing many mobile application technologies for fighting covid 19 crisis. Arogya Setu has led the way in India. It has one of the finest safety and privacy standards. #AarogyaSetuApp #AarogyaSetu,,,#AarogyaSetuApp #AarogyaSetu,1.25668E+18,https://twitter.com/Saurabh00014/status/1256675440283938817,,,,,,,
krishnamurthy_N,03/05/2020 05:27:00,0,0,#AarogyaSetu #AarogyaSetu Why an App was not launched for POOR who could have asked for food & cash by sharing his GPS location?,,,#AarogyaSetu #AarogyaSetu,1.25667E+18,https://twitter.com/krishnamurthy_N/status/1256674292860772357,,,,,,,
architv2015,03/05/2020 05:22:00,0,0,AAP KO KAUN PASAND HAI ? #AarogyaSetuApp #AarogyaSetu #modi #BJP #30MinutesRahulScam pic.twitter.com/DH8WmOFP4x,,,#AarogyaSetuApp #AarogyaSetu #modi #BJP #30MinutesRahulScam,1.25667E+18,https://twitter.com/architv2015/status/1256672927790977024,,,,,,,
ASCushamrita,03/05/2020 05:18:00,0,1,This app is an insult to the fight our nation & the world is putting up against an unknown,,,,,,,,,,,,
notsecular212,03/05/2020 05:16:00,1,11,Recommend you all to install Aarogya Setu and also tell your family members to do the same. Thankfully I am safe. #AarogyaSetu @narendramodi Thank you. pic.twitter.com/U4533oJBfA,,@narendramodi,#AarogyaSetu,1.25667E+18,https://twitter.com/notsecular212/status/1256671299587407872,,,,,,,
praymurray,03/05/2020 05:13:00,3,13,Have just realised wearing masks can confound facial recognition software the #AarogyaSetu plot thickens,,,#AarogyaSetu,1.25667E+18,https://twitter.com/praymurray/status/1256670661147156481,,,,,,,
RomeshNadir,03/05/2020 05:11:00,0,1,While #Lockdown has proved to be a Period of Bliss for the Wild,,,,,,,,,,,,
bEingJhakaaS24,03/05/2020 05:03:00,0,1,It's full of flaws ppl are still downloading it bewakuf hai #AarogyaSetu,,,#AarogyaSetu,1.25667E+18,https://twitter.com/bEingJhakaaS24/status/1256668121773092865,,,,,,,
haaarrrsssh,03/05/2020 04:58:00,0,0,Might as well #AarogyaSetu app mein housie wala feature bhi daal do ,,,,,,,,,,,,
abhinav4namo,03/05/2020 04:54:00,116,32,फिर ऊलजलूल बात! जब सरकार किसी चुनौती से निपटने में कुछ नया,,,,,,,,,,,,
nik2089696,03/05/2020 04:54:00,0,0,Team need to take action if given news is true।. @narendramodi #AarogyaSetu @PrakashJavdekar https:// twitter.com/AbNyayHoga/sta tus/1256648967019999232 …,,@narendramodi @PrakashJavdekar,#AarogyaSetu,1.25667E+18,https://twitter.com/nik2089696/status/1256665855129038848,,,,,,,
prasad_by,03/05/2020 04:53:00,0,0,It’s funny how people are raising concerns on #AarogyaSetu app. They have no problem with Google,,,,,,,,,,,,
imgauravguptaa,03/05/2020 04:53:00,0,0,#AarogyaSetu app take permissions so that it can work properly. Main purpose of app will be finished if we will not provide such information and yes,,,,,,,,,,,,
bhanu8765,03/05/2020 04:51:00,0,1,Aarogya Setu app works as a digital bridge to fight against #COVID19 .Through features like self-assessment test and healthcare advisories,,,,,,,,,,,,
haaarrrsssh,03/05/2020 04:51:00,0,0,I hope cops don't beat up people for not having #aarogyasetu app in phones.,,,#aarogyasetu,1.25667E+18,https://twitter.com/haaarrrsssh/status/1256665142244315137,,,,,,,
realsameerraza,03/05/2020 04:50:00,0,0,जब इस #AarogyaSetu App से #coronavirus से बचा जा सकता है,,,,,,,,,,,,
