username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,,,,,,
mirakubera,11/04/2020 02:05:00,0,2,@narendramodi @AmitShah @JPNadda @drharshvardhan @nitin_gadkari @Dev_Fadnavis @ChDadaPatil @AnandRekhiBJP @OfficeofAVR #blooddonation #Coronafighters #AarogyaSetu https:// twitter.com/AnandRekhiBJP/ status/1248648011414028290 …,,@narendramodi @AmitShah @JPNadda @drharshvardhan @nitin_gadkari @Dev_Fadnavis @ChDadaPatil @AnandRekhiBJP @OfficeofAVR,#blooddonation #Coronafighters #AarogyaSetu,1.24865E+18,https://twitter.com/mirakubera/status/1248650734331019264,,,,,,,
peppypopcorn1,11/04/2020 02:01:00,0,0,This is a great initiative. #COVID2019india #IndiaFightsCornona #AarogyaSetu #AarogyaSetuApp https:// twitter.com/MoHFW_INDIA/st atus/1245886772250198016 …,,,#COVID2019india #IndiaFightsCornona #AarogyaSetu #AarogyaSetuApp,1.24865E+18,https://twitter.com/peppypopcorn1/status/1248649833012850690,,,,,,,
VASUSTAR7,11/04/2020 01:56:00,0,1,#VinodKumar #AarogyaSetuApp #AarogyaSetu #WorldHealthOrganization,,,#VinodKumar #AarogyaSetuApp #AarogyaSetu #WorldHealthOrganization,1.24865E+18,https://twitter.com/VASUSTAR7/status/1248648434325655553,,,,,,,
NewsroomPostCom,11/04/2020 01:51:00,2,9,#COVID19 : Beyond contact-tracing,,,,,,,,,,,,
nalvazhuthi,11/04/2020 01:41:00,0,0,GOOD APPLICATION GOOD INITIATIVE #AarogyaSetu அப்றமா என்ன ஹைகோர்ட்டுக்கு கம்ப்ளைண்ட் பண்றீங்கடே…!? pic.twitter.com/oM91l7irMu,,,#AarogyaSetu,1.24864E+18,https://twitter.com/nalvazhuthi/status/1248644855313707008,,,,,,,
TheReportsToday,11/04/2020 01:38:00,0,0,जल्द ही सरकार आरोग्य सेतु एप को डाउनलोड करना कर सकती है अनिवार्य #AarogyaSetuApp #AarogyaSetu #Coronafighters #corona #lockdownindia #LockdownCoronavirus #app #CoronavirusOutbreak http://www. thereportstoday.com/%e0%a4%9c%e0%a 4%b2%e0%a5%8d%e0%a4%a6-%e0%a4%b9%e0%a5%80-%e0%a4%b8%e0%a4%b0%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%86%e0%a4%b0%e0%a5%8b%e0%a4%97%e0%a5%8d%e0%a4%af-%e0%a4%b8%e0%a5%87%e0%a4%a4%e0%a5%81/ …,,,#AarogyaSetuApp #AarogyaSetu #Coronafighters #corona #lockdownindia #LockdownCoronavirus #app #CoronavirusOutbreak,1.24864E+18,https://twitter.com/TheReportsToday/status/1248643981833093122,,,,,,,
Scriptbaaz,11/04/2020 01:33:00,0,0,कोरोना वायरस के खिलाफ सरकार का ‘आरोग्य सेतु’ ऐप कितना सुरक्षित?,,,,,,,,,,,,
Nilabel89,11/04/2020 01:18:00,0,0,Dear All,,,,,,,,,,,,
ArvindForUs1,11/04/2020 01:18:00,1,0,#IndiaFightsCorona #StayHome #StaySmart #StaySafeStayHome #Covid_19 #StayingParkedStayingSafe #AarogyaSetuApp #AarogyaSetu #Corona #Nizambad #ArvindDharmapuri #ArvindForUs pic.twitter.com/oRJDTVtwEA,,,#IndiaFightsCorona #StayHome #StaySmart #StaySafeStayHome #Covid_19 #StayingParkedStayingSafe #AarogyaSetuApp #AarogyaSetu #Corona #Nizambad #ArvindDharmapuri #ArvindForUs,1.24864E+18,https://twitter.com/ArvindForUs1/status/1248638974291140609,,,,,,,
Harshshukla9900,11/04/2020 01:15:00,0,1,#आरोग्य_सेतु_ऐप #Indiafightscorona #COVID19 #Aarogyasetu https://twitter.com/Harshshukla9900/status/1248637707514810369/photo/1 pic.twitter.com/ONWOxrWPLT pic.twitter.com/t5l9vUZeWz,,,# #Indiafightscorona #COVID19 #Aarogyasetu,1.24864E+18,https://twitter.com/Harshshukla9900/status/1248638312329277440,,,,,,,
TheRenouncer,11/04/2020 01:10:00,0,0,हिंदुस्तान में कोरोना का #SingleSource कुदरती है,,,,,,,,,,,,
ramsundhar20,11/04/2020 01:09:00,0,0,@narendramodi #AarogyaSetu #AarogyaSetuApp doesn’t seem to be working in #Chennai . Heard from locality neighbours over phone that some place near my home was isolated. Is the app is still showing,,,,,,,,,,,,
rakeshjha011018,11/04/2020 01:03:00,0,2,#aarogyasetu https:// twitter.com/SetuAarogya/st atus/1248604225497477122 …,,,#aarogyasetu,1.24864E+18,https://twitter.com/rakeshjha011018/status/1248635330502086663,,,,,,,
KumariDiya,11/04/2020 01:00:00,29,224,#COVID19 stands still for no one. We're here,,,,,,,,,,,,
nileshsavani09,11/04/2020 00:59:00,0,1,#AarogyaSetu https:// twitter.com/DrJagdishSurat /status/1248466251950612489 …,,,#AarogyaSetu,1.24863E+18,https://twitter.com/nileshsavani09/status/1248634103013859328,,,,,,,
dilllu,11/04/2020 00:57:00,0,0,Today night will be scary as death might cross one lakh figure.... god bless us life not #deaths ... #AarogyaSetu #CoronavirusOutbreak #China #USA #Iran #Spain #Italy #worldwide #Corona,,,#deaths #AarogyaSetu #CoronavirusOutbreak #China #USA #Iran #Spain #Italy #worldwide #Corona,1.24863E+18,https://twitter.com/dilllu/status/1248633719071444992,,,,,,,
cscharyana,11/04/2020 00:53:00,1,14,Dear All,,,,,,,,,,,,
Kudlada_Bolli,11/04/2020 00:51:00,0,0,#LockdownExtended #COVIDー19 #AarogyaSetu pic.twitter.com/MGhIaNN3nx,,,#LockdownExtended #COVID #AarogyaSetu,1.24863E+18,https://twitter.com/Kudlada_Bolli/status/1248632290600574980,,,,,,,
SurendraJi7,11/04/2020 00:51:00,0,0,#आरोग्य_सेतु_ऐप श्रद्धेय प्रधानमंत्री माननीय @narendramodi जी की आवाहन पर आरोग्य सेतु ऐप इंस्टॉल किया। आप भी करें औरों को भी कराएं #Indiafightscorona #COVID19 #Aarogyasetu pic.twitter.com/Fe3kI3Cceq,,@narendramodi,# #Indiafightscorona #COVID19 #Aarogyasetu,1.24863E+18,https://twitter.com/SurendraJi7/status/1248632161030139905,,,,,,,
Anshu53512565,11/04/2020 00:36:00,0,0,भारत सरकार द्वारा कोविड-19 का सामना करने और स्वास्थ्य सेवाओं को ध्यान में रखकर आरोग्य सेतू एप विकसित किया गया है। कोविड-19 से लड़ने के लिए #आरोग्यसेतू एप डाउनलोग करें और इस सूचना को दूसरों से भी साझा करें। #AarogyaSetu #IndiaFightsCorona pic.twitter.com/ZH9QLCoG1h pic.twitter.com/KnzfG2Lp1A,,,# #AarogyaSetu #IndiaFightsCorona,1.24863E+18,https://twitter.com/Anshu53512565/status/1248628374693490690,,,,,,,
RajatKa55334896,11/04/2020 00:21:00,0,1,Tirhut samagra vikash parishad Mamta press bhawan etawah #IndiaFightsCorona : #AarogyaSetu ऐप के साथ #COVID19 के खिलाफ लड़ाई के लिए नए अपडेट यहाँ से प्राप्त करें। इस ऐप को प्ले स्टोर से इंस्टॉल करें: http:// bit.ly/AarogyaSetu_PS ,,,,,,,,,,,,
shashisinghalig,11/04/2020 00:18:00,1,12,कोरोना से बचाव हेतु देश के यशस्वी प्रधानमन्त्री श्री नरेंद्र मोदी जी के आह्वान पर अपने फोन पर आरोग्य सेतु एप डाउनलोड करी। आप सब से भी अपील है कि आरोग्य सेतु एप डाउनलोड करें। #aarogyasetu #bjp @narendramodi @AmitShah @JPNadda @sunilbansalbjp @swatantrabjp @satendraaligarh pic.twitter.com/zEvUfZBFYZ,,@narendramodi @AmitShah @JPNadda @sunilbansalbjp @swatantrabjp @satendraaligarh,#aarogyasetu #bjp,1.24862E+18,https://twitter.com/shashisinghalig/status/1248623858984161282,,,,,,,
satendraaligarh,11/04/2020 00:17:00,2,7,कोरोना से बचाव हेतु देश के यशस्वी प्रधानमन्त्री श्री नरेंद्र मोदी जी के आह्वान पर अपने फोन पर आरोग्य सेतु एप डाउनलोड करी। आप सब से भी अपील है कि आरोग्य सेतु एप डाउनलोड करें। #aarogyasetu #bjp @shashisinghalig @narendramodi @AmitShah @JPNadda @sunilbansalbjp @swatantrabjp pic.twitter.com/JaqxW2RVDb,,@shashisinghalig @narendramodi @AmitShah @JPNadda @sunilbansalbjp @swatantrabjp,#aarogyasetu #bjp,1.24862E+18,https://twitter.com/satendraaligarh/status/1248623681728696326,,,,,,,
Rajmaurya2611,11/04/2020 00:04:00,0,2,Click on the link below to know everything about the Aarogya Setu app,,,,,,,,,,,,
Abhishe90167976,11/04/2020 00:00:00,0,2,I recommend Aarogya Setu app to fight against COVID19. Please download and share it using this link Android : https:// play.google.com/store/apps/det ails?id=nic.goi.aarogyasetu … iOS : https:// apps.apple.com/in/app/aarogya setu/id1505825357 … @Ashutos32644600 @ArjunSi68561653 #AarogyaSetu,,@Ashutos32644600 @ArjunSi68561653,#AarogyaSetu,1.24862E+18,https://twitter.com/Abhishe90167976/status/1248619438032580608,,,,,,,
DrPramodPSawant,10/04/2020 23:52:00,16,89,#AarogyaSetu can help us stay a step ahead of coronavirus. Download and install the app to make effective use of technology to counter the coronavirus. https:// apps.apple.com/in/app/aarogya setu/id1505825357 … https:// play.google.com/store/apps/det ails?id=nic.goi.aarogyasetu … @SetuAarogya pic.twitter.com/MVm28uQgWO,,@SetuAarogya,#AarogyaSetu,1.24862E+18,https://twitter.com/DrPramodPSawant/status/1248617446002413570,,,,,,,
aswasthamamp,10/04/2020 23:48:00,0,0,#COVID19 के विरुद्ध लड़ाई में सभी से अपील है लिंक डाउनलोड करे किसी भी एंड्रोएड फ़ोन के लिए - Play Store: http:// bit.ly/AarogyaSetu_PS Apple फ़ोन के लिए - ioS: https:// apple.co/2X1KMzO #AarogyaSetu ऐप में GPS सिस्टम और ब्लूटूथ के ज़रिए #IndiaFightsCorona @narendramodi @JPNadda pic.twitter.com/ICxCs2OjSw,,@narendramodi @JPNadda,#COVID19 #AarogyaSetu #IndiaFightsCorona,1.24862E+18,https://twitter.com/aswasthamamp/status/1248616305600552962,,,,,,,
aswasthamamp,10/04/2020 23:43:00,0,1,#COVID19 के विरुद्ध लड़ाई में सभी से अपील है लिंक डाउनलोड करे किसी भी एंड्रोएड फ़ोन के लिए - Play Store: http:// bit.ly/AarogyaSetu_PS Apple फ़ोन के लिए - ioS: https:// apple.co/2X1KMzO #AarogyaSetu ऐप में GPS सिस्टम और ब्लूटूथ के ज़रिए #IndiaFightsCorona @narendramodi @JPNadda,,@narendramodi @JPNadda,#COVID19 #AarogyaSetu #IndiaFightsCorona,1.24862E+18,https://twitter.com/aswasthamamp/status/1248615064887685124,,,,,,,
Davinderpandit,10/04/2020 23:41:00,0,2,#AarogyaSetu App is empowering citizens with better information on the potential risk of the infection,,,,,,,,,,,,
KalkiNews,10/04/2020 23:35:00,0,3,मैं सुरक्षित। हम सुरक्षित। देश सुरक्षित स्वयं,,,,,,,,,,,,
Thevarunrastogi,10/04/2020 23:32:00,0,0,मैं सुरक्षित। हम सुरक्षित। देश सुरक्षित स्वयं,,,,,,,,,,,,
BPCLBareilly,10/04/2020 23:28:00,8,23,मै. शिवम गैस एजेंसी शेरगढ़ बरेली के सभी स्टाफ द्वारा अपने मोबाइल पर आरोग्य सेतु ऐप को डाउनलोड करने के बाद अपनी भारत सरकार और भारत पेट्रोलियम के प्रति अपनी भावनाएं व्यक्त करते हुए। #AarogyaSetu #CoronaWarriors @PeethambarantT @time3027 @BPCLimited @singharunbpcl pic.twitter.com/2khOud4Wvz,,@PeethambarantT @time3027 @BPCLimited @singharunbpcl,#AarogyaSetu #CoronaWarriors,1.24861E+18,https://twitter.com/BPCLBareilly/status/1248611193016569863,,,,,,,
Indsamachar,10/04/2020 23:23:00,1,0,Union Human Resource Development Minister #RameshPokhriyal ‘Nishank on Friday urged students across the country to download the #AarogyaSetu mobile app,,,,,,,,,,,,
thedesimonger,10/04/2020 23:12:00,0,0,Pls watch till end for how to download the app#gharbaithoindia #thedesimonger #foryou #tiktokindia #trend #fyp #viral #covid19 #awareness #aarogyasetu #instagood #govt #homeministerofindia https://www. instagram.com/p/B-ywhMsJlrI/ ?igshid=xh74inuzc4cl …,,,#gharbaithoindia #thedesimonger #foryou #tiktokindia #trend #fyp #viral #covid19 #awareness #aarogyasetu #instagood #govt #homeministerofindia,1.24861E+18,https://twitter.com/thedesimonger/status/1248607211632369664,,,,,,,
ChiefSecUP,10/04/2020 23:11:00,0,6,समस्त प्रशासनिक एवं पुलिस नोडल अधिकारी अपने विभाग में सभी कर्मचारियों से ‘आरोग्य सेतु’ एप डाउनलोड कर उसका संचालन प्रारम्भ करायें: राजेन्द्र कुमार तिवारी #AarogyaSetu @IASassociation @IPS_Association,,@IASassociation @IPS_Association,#AarogyaSetu,1.24861E+18,https://twitter.com/ChiefSecUP/status/1248607048696135686,,,,,,,
SanjayT60625776,10/04/2020 23:10:00,5,8,मै .शिवम गैस एजेंसी,,,,,,,,,,,,
HarishRayka11,10/04/2020 23:09:00,0,0,मैं सभी से आग्रह करता हूँ कि सरकार द्वारा बनाया गया #AarogyaSetu App को डाउनलोड करें। Android: https:// play.google.com/store/apps/det ails?id=nic.goi.aarogyasetu … iOS: itms-apps://itunes.apple.com/app/id1505825357 #AarogyaSetuApp #IndiaFightsCoronavirus #AarogyaSetuApp #AarogyaSetu #Download,,,#AarogyaSetu #AarogyaSetuApp #IndiaFightsCoronavirus #AarogyaSetuApp #AarogyaSetu #Download,1.24861E+18,https://twitter.com/HarishRayka11/status/1248606466874822662,,,,,,,
iammeetkakkad,10/04/2020 23:01:00,0,3,Major surveillance,,,,,,,,,,,,
SetuAarogya,10/04/2020 23:00:00,242,1182,#AarogyaSetu ऐप में GPS सिस्टम और ब्लूटूथ के ज़रिए कोरोना वायरस के संक्रमण से संबंधित मामलों का पता लगाने की सुविधा है I इन सुविधाओं का इस्तेमाल करते हुए पता लगाया जा सकता है अगर कोई व्यक्ति #COVID19 पेशेंट के करीब रह रहा है I #IndiaFightsCorona https:// hindi.news18.com/news/tech/aaro gya-setu-app-how-to-download-and-use-aarogyasetu-on-android-and-ios-phone-2996632.html …,,,#AarogyaSetu #COVID19 #IndiaFightsCorona,1.2486E+18,https://twitter.com/SetuAarogya/status/1248604225497477122,,,,,,,
OmmcomNews,10/04/2020 22:37:00,0,0,Union Human Resource Development Minister Ramesh Pokhriyal ‘Nishank on Friday urged students across the country to download the #AarogyaSetu mobile app https:// bit.ly/2XsoPtM #OmmcomNews,,,#AarogyaSetu #OmmcomNews,1.2486E+18,https://twitter.com/OmmcomNews/status/1248598407058305026,,,,,,,
rakeshbind_bjp,10/04/2020 22:30:00,0,2,* #कोरोना_महामारी * से #भारत की * #लड़ाई * में * #AarogyaSetu * मोबाइल ऐप बहुत महत्वपूर्ण *हथियार* है जिसे हम सभी को अपने * #मोबाइल * फोन में * #डाउनलोड * करना * #अतिआवश्यक * है। धन्यवाद ! *राकेश बिन्द* मंडल प्रभारी pic.twitter.com/6xBV0XnTPT,,,# # # #AarogyaSetu # # #,1.2486E+18,https://twitter.com/rakeshbind_bjp/status/1248596714879176704,,,,,,,
MdSahabuddinSh2,10/04/2020 22:30:00,0,0,#AarogyaSetu app is an which give you important information about #COVIDー19 #IndiaFightsCorona #StayHome https:// twitter.com/narendramodi/s tatus/1247816258571165697 …,,,#AarogyaSetu #COVID #IndiaFightsCorona #StayHome,1.2486E+18,https://twitter.com/MdSahabuddinSh2/status/1248596597912420352,,,,,,,
bhupendrakvars1,10/04/2020 22:29:00,0,1,कोरोना से लड़ाई में आरोग्य सेतु ऐप एक महत्वपूर्ण हथियार है। @SetuAarogya #AarogyaSetu #BhupendraVarshneyBJP pic.twitter.com/MzkuqgjqQX,,@SetuAarogya,#AarogyaSetu #BhupendraVarshneyBJP,1.2486E+18,https://twitter.com/bhupendrakvars1/status/1248596399404376066,,,,,,,
investindia,10/04/2020 22:25:00,6,13,Here are some cues to help you solve the @SetuAarogya crossword - leave your answers in the comment section! #COVID19Pandemic #AarogyaSetu @PMOIndia @narendramodi @DIPPGOI @DrHVoffice @MoHFW_INDIA @drharshvardhan pic.twitter.com/F1Z7o52hxv,,@SetuAarogya @PMOIndia @narendramodi @DIPPGOI @DrHVoffice @MoHFW_INDIA @drharshvardhan,#COVID19Pandemic #AarogyaSetu,1.2486E+18,https://twitter.com/investindia/status/1248595492663169031,,,,,,,
malikfaryad11,10/04/2020 22:20:00,0,2,#BestCMOfTheWorld As of corona crisis situation handling. Here's my list of best CM's,,,,,,,,,,,,
BrajendraBjp,10/04/2020 22:18:00,0,0,प्रधानमंत्री श्री Narendra Modi जी के नेतृत्व में COVID-19 से बचने एवं सही जानकारी लोगों तक पहुंचाने के उद्देश्य से आरोग्य सेतु एप लॉन्च किया गया है। आप सभी से मेरा निवेदन है कि इसे प्रभावशाली बनाने के लिए स्वयं डाउनलोड करें और दूसरों को भी प्रेरित करें। #AarogyaSetu pic.twitter.com/5UNJcNcFXc,,,#AarogyaSetu,1.24859E+18,https://twitter.com/BrajendraBjp/status/1248593748633645056,,,,,,,
lalitsriv,10/04/2020 22:13:00,0,0,Arogya Setu App हमें Corona Virus से कैसे बचा सकता है और कैसे काम करता है यह App #AarogyaSetu #AarogyaSetuApp checkout the video link is here - https:// youtu.be/ZEF7vU42xrg pic.twitter.com/c7eeOkxUwt,,,#AarogyaSetu #AarogyaSetuApp,1.24859E+18,https://twitter.com/lalitsriv/status/1248592461624004608,,,,,,,
dilllu,10/04/2020 22:11:00,0,1,Right delayed decision.....many more like these are required timely....... #health #HealthCareWorkers #HealthForAll @drharshvardhan @DrHVoffice #BharatMataKiJai #coronaupdatesindia #RSS #IndiaFightsCarona #AarogyaSetu #coronavirusinindia,,@drharshvardhan @DrHVoffice,#health #HealthCareWorkers #HealthForAll #BharatMataKiJai #coronaupdatesindia #RSS #IndiaFightsCarona #AarogyaSetu #coronavirusinindia,1.24859E+18,https://twitter.com/dilllu/status/1248591993602703361,,,,,,,
nikunjpatel2014,10/04/2020 22:11:00,0,0,आज के लिए डिजिटल इन्डिया स्कीम हिट थी,,,,,,,,,,,,
DevineniHamsa,10/04/2020 22:11:00,2,2,Indian Prime Minister @NarendraModi has adopted multi-pronged strategy ranging from Janta Curfew to Lockdown to #AarogyaSetu to Isolation centres in Trains to Video conferencing with different sections of society. @YAAC2020 #YouthAgainstCorona #FeedTheNeedy #SharingisCaring pic.twitter.com/dlCjMVjq9J,,@NarendraModi @YAAC2020,#AarogyaSetu #YouthAgainstCorona #FeedTheNeedy #SharingisCaring,1.24859E+18,https://twitter.com/DevineniHamsa/status/1248591839600373761,,,,,,,
tejutm,10/04/2020 22:09:00,0,0,@narendramodi @PIBHindi @PIB_India #AarogyaSetu #21daysLockdownIndia #21daysLockdown #AarogyaSetuApp @AmitShah @tsrawatbjp @BDUTT @DehradunSsp @sudhirchaudhary @ANI #CoronavirusOutbreak #COVID2019india https:// twitter.com/ayushmannk/sta tus/1248584850459,,@narendramodi @PIBHindi @PIB_India @AmitShah @tsrawatbjp @BDUTT @DehradunSsp @sudhirchaudhary @ANI,#AarogyaSetu #21daysLockdownIndia #21daysLockdown #AarogyaSetuApp #CoronavirusOutbreak #COVID2019india,1.24859E+18,https://twitter.com/tejutm/status/1248591502890024960,,,,,,,
Divyash06319073,10/04/2020 22:09:00,2,9,FOLLOW UP VISIT FOR HOME QUARANTINED PERSON BY MEDICAL OFFICER AND CHO @heeyangthangHWC #AarogyaSetu #CHO @USAID_NISHTHA @tamang_harki #sikkimgovernment #LetsFightCoronaTogether pic.twitter.com/ruduKmXqDy,,@heeyangthangHWC @USAID_NISHTHA @tamang_harki,#AarogyaSetu #CHO #sikkimgovernment #LetsFightCoronaTogether,1.24859E+18,https://twitter.com/Divyash06319073/status/1248591460498202624,,,,,,,
Anuragsinghmla,10/04/2020 22:07:00,6,65,श्रद्धेय प्रधानमंत्री मा० नरेंद्र मोदी जी के आह्वान पर आरोग्य सेतु ऐप इंस्टाल किया। आप भी करें,,,,,,,,,,,,
AuthorPawana,10/04/2020 22:05:00,0,1,@PMOIndia @narendramodi @SheThePeople @literatur #AarogyaSetu #GoCoronaGo #vibes @Rubikaliyaqat @ABPNews @abpnewshindi @aajtak @ndtv . pic.twitter.com/GoI3yQD096,,@PMOIndia @narendramodi @SheThePeople @literatur @Rubikaliyaqat @ABPNews @abpnewshindi @aajtak @ndtv,#AarogyaSetu #GoCoronaGo #vibes,1.24859E+18,https://twitter.com/AuthorPawana/status/1248590333207654400,,,,,,,
FaujiDKB,10/04/2020 22:03:00,0,1,Written by- Anirudh Gupta . . #thankstopolicedepartment #proudtobeindianarmy #proud #indianarmy #crpf #DilSeThankYou #bsf #itbp #AarogyaSetu #CoronavirusOutbreak #fighttocorona . . Follow http://www. facebook.com/faujidilkibaat ein/ … pic.twitter.com/DXY4eDWS8C,,,#thankstopolicedepartment #proudtobeindianarmy #proud #indianarmy #crpf #DilSeThankYou #bsf #itbp #AarogyaSetu #CoronavirusOutbreak #fighttocorona,1.24859E+18,https://twitter.com/FaujiDKB/status/1248589848484569089,,,,,,,
kushalkundu6,10/04/2020 22:01:00,0,1,@SGanguly99 @AmdavadAMC #kolkatamunicipalcorporation @timesofindia @KKRiders #kmc #AarogyaSetu https:// twitter.com/kushalkundu6/s tatus/1248583009118240770 …,,@SGanguly99 @AmdavadAMC @timesofindia @KKRiders,#kolkatamunicipalcorporation #kmc #AarogyaSetu,1.24859E+18,https://twitter.com/kushalkundu6/status/1248589525447671808,,,,,,,
akrg83,10/04/2020 22:00:00,0,1,#CoronavirusOutbreak #AarogyaSetu #coranavirus काफ़िले यूं निकले बस्तियों से कि वतन परस्ती पर सवाल उठ गया,,,,,,,,,,,,
Rohit0711Ranjan,10/04/2020 21:59:00,0,1,इसका मतलब ये तो नहीं है की हम भी लाकडाउन को नजरअंदाज करते हुए 314000 कोरोना पाजिटिव होने के बाद ही कोई ठोस कदम उठाए । मैं कोई अंधभक्त नहीं,,,,,,,,,,,,
CSCegov_,10/04/2020 21:59:00,16,73,Dear All,,,,,,,,,,,,
arjunbajpai5,10/04/2020 21:57:00,0,0,Lets hope the total number of COVID-19 cases remain under 10,,,,,,,,,,,,
Rshmi4BJP,10/04/2020 21:55:00,0,0,#AarogyaSetu now with more than 2 crore Indians. Our fight against COVID-19 continues. #IndiaFightsCorona pic.twitter.com/57kw7dmkLw,,,#AarogyaSetu #IndiaFightsCorona,1.24859E+18,https://twitter.com/Rshmi4BJP/status/1248587989275398144,,,,,,,
Neeteshjha1,10/04/2020 21:55:00,1,0,@Airtel_Presence @Idea @BSNLCorporate @VodafoneIN @reliancejio @JioCare @airtelindia @narendramodi @PMOIndia @TRAI #AskZee #CoronaStopKaroNa Emergency urgent free incoming all mobile operator jisse govt or log Lockdown me connect ho sake #AarogyaSetu,,@Airtel_Presence @Idea @BSNLCorporate @VodafoneIN @reliancejio @JioCare @airtelindia @narendramodi @PMOIndia @TRAI,#AskZee #CoronaStopKaroNa #AarogyaSetu,1.24859E+18,https://twitter.com/Neeteshjha1/status/1248587862016049154,,,,,,,
travehealth,10/04/2020 21:54:00,0,9,Himachal Pradesh (series) Spiti valley. #travelphotography #21daysLockdown #AarogyaSetu #travelblogger #traveling #TravelTomorrow #traveltribe #Travelers #travelexpert #Travelers #travelbloggers #traveladdict #TravelTuesday #Travelers pic.twitter.com/qu1zGNmtYp,,,#travelphotography #21daysLockdown #AarogyaSetu #travelblogger #traveling #TravelTomorrow #traveltribe #Travelers #travelexpert #Travelers #travelbloggers #traveladdict #TravelTuesday #Travelers,1.24859E+18,https://twitter.com/travehealth/status/1248587633875226624,,,,,,,
mehulgpv,10/04/2020 21:53:00,0,0,#AarogyaSetu #AarogyaSetuApp #21daysLockdown #BestCMOfTheWorld #COVIDー19 #coronavirus #CoronaInMaharashtra #coronaupdatesindia #CoronaStopKaroNa #Coronaindia https:// twitter.com/mehulgpv/statu s/1248587038674190342 …,,,#AarogyaSetu #AarogyaSetuApp #21daysLockdown #BestCMOfTheWorld #COVID #coronavirus #CoronaInMaharashtra #coronaupdatesindia #CoronaStopKaroNa #Coronaindia,1.24859E+18,https://twitter.com/mehulgpv/status/1248587502299971585,,,,,,,
DevineniHamsa,10/04/2020 21:53:00,0,1,I have downloaded #AarogyaSetu App. What about You? #fightagainstcorona #SharingisCaring #ReachtheUnreached #CoronaHeroes #YouthAgainstCorona @YAAC2020 #YAAC #YouthFightsCorona #IndiaFightsCorona #Stayathome #TogetherWeCan https://www. mygov.in/aarogya-setu-a pp/ …,,@YAAC2020,#AarogyaSetu #fightagainstcorona #SharingisCaring #ReachtheUnreached #CoronaHeroes #YouthAgainstCorona #YAAC #YouthFightsCorona #IndiaFightsCorona #Stayathome #TogetherWeCan,1.24859E+18,https://twitter.com/DevineniHamsa/status/1248587336171974656,,,,,,,
nissh18,10/04/2020 21:53:00,0,0,#UP has so far tested only 9000 samples. Usme se bhi aadhe #KanikaKapoor ke the. #coronavirus #CoronavirusOutbreak #CoronaStopKaroNa #AarogyaSetu @fayedsouza @KUNQL @VishalDadlani,,@fayedsouza @KUNQL @VishalDadlani,#UP #KanikaKapoor #coronavirus #CoronavirusOutbreak #CoronaStopKaroNa #AarogyaSetu,1.24859E+18,https://twitter.com/nissh18/status/1248587325010919424,,,,,,,
mehulgpv,10/04/2020 21:52:00,0,0,#AarogyaSetu ऐप्लिकेशन क्या है? यह एप किस तरह #COVIDー19 से लड़ने में मदद करता है? किस तरह यह आपको कोरोना संक्रमण से बचाएगा? #AarogyaSetuApp Covid-19 महामारी के संक्रमण से लड़ने के लिए भारत सरकार द्वारा बनाई गई एप है। अधिक जानकारी के लिए यहाँ क्लिक करे :- https://www. vaidikscience.com/what-is-aarogy a-setu-application-how-does-aarogya-setu-helps-to-prevent-fromcovid-19/ …,,,#AarogyaSetu #COVID #AarogyaSetuApp,1.24859E+18,https://twitter.com/mehulgpv/status/1248587038674190342,,,,,,,
debasish_sinha,10/04/2020 21:50:00,0,1,Any though guys ? Comment below and express your views. #21daysLockdown #AarogyaSetu #4g #17mps #5G #IndiaMaangeLockdown #IndiaFightsCorona #CoronaYoddha pic.twitter.com/3ku52u1bXP,,,#21daysLockdown #AarogyaSetu #4g #17mps #5G #IndiaMaangeLockdown #IndiaFightsCorona #CoronaYoddha,1.24859E+18,https://twitter.com/debasish_sinha/status/1248586723828748289,,,,,,,
satyendrasuna1,10/04/2020 21:50:00,0,0,On dt-10/04/2020,,,,,,,,,,,,
jaiswalsourabh,10/04/2020 21:49:00,1,4,चमचे बोले हमारे पास चीन जैसी तकनीक नहीं फिर बोले हमारे पास इटली जैसी स्वास्थ्य सुविधा नहीं फिर बोले हमारे पास अमेरिका जैसी पावर नहीं। सच्चाई यह है कि पूरे विश्व के पास हमारे जैसे प्रधानमंत्री नहीं। #ModiTheWorldLeader #AbbTakk #AarogyaSetu #covidindia #COVID19 #BJP,,,#ModiTheWorldLeader #AbbTakk #AarogyaSetu #covidindia #COVID19 #BJP,1.24859E+18,https://twitter.com/jaiswalsourabh/status/1248586475425447941,,,,,,,
Raghven31484692,10/04/2020 21:46:00,0,1,"आबादी =19% संक्रमण फैलाया = 66% सहयोग = 0% ऐसी भाई चारे"" की मिसाल",,,,,,,,,,,,
